GRAPHEME	NAME
z̪ʷː	labialized long voiced dental sibilant fricative consonant
z̪ʷˠ	labialized velarized voiced dental sibilant fricative consonant
z̪ʷˤ	labialized pharyngealized voiced dental sibilant fricative consonant
z̪ˀ	glottalized voiced dental sibilant fricative consonant
z̪ː	long voiced dental sibilant fricative consonant
z̪ˠ	velarized voiced dental sibilant fricative consonant
z̪ˠː	velarized long voiced dental sibilant fricative consonant
z̪ˤ	pharyngealized voiced dental sibilant fricative consonant
z̪ˤː	pharyngealized long voiced dental sibilant fricative consonant
z̪̃	nasalized voiced dental sibilant fricative consonant
z̪̃ː	nasalized long voiced dental sibilant fricative consonant
z̪̃ˤ	nasalized pharyngealized voiced dental sibilant fricative consonant
z̪̝	raised voiced dental sibilant fricative consonant
z̪̞	lowered voiced dental sibilant fricative consonant
z̪̟	advanced voiced dental sibilant fricative consonant
z̪̠	retracted voiced dental sibilant fricative consonant
z̪̥	devoiced voiced dental sibilant fricative consonant
z̪̩	syllabic voiced dental sibilant fricative consonant
z̪̰	creaky voiced dental sibilant fricative consonant
z̪̰ʲ	palatalized creaky voiced dental sibilant fricative consonant
z̪̰ʷ	labialized creaky voiced dental sibilant fricative consonant
z̪̰ː	long creaky voiced dental sibilant fricative consonant
z̪̰ˠ	velarized creaky voiced dental sibilant fricative consonant
z̪̰ˤ	pharyngealized creaky voiced dental sibilant fricative consonant
z̪̰̃	nasalized creaky voiced dental sibilant fricative consonant
z̪̺	voiced apical dental sibilant fricative consonant
z̪̻	voiced laminal dental sibilant fricative consonant
z̪ᶣ	labio-palatalized voiced dental sibilant fricative consonant
æ	unrounded near-open front vowel
æːː	ultra-long unrounded near-open front vowel
ð	voiced dental fricative consonant
ð̞	voiced dental approximant consonant
ð̞ʲ	palatalized voiced dental approximant consonant
ð̼	voiced linguolabial fricative consonant
ø	rounded close-mid front vowel
øːː	ultra-long rounded close-mid front vowel
ø̞	rounded mid front vowel
ø̞ː	long rounded mid front vowel
ø̞ˑ	mid-long rounded mid front vowel
ø̞ˤ	pharyngealized rounded mid front vowel
ø̞̃	nasalized rounded mid front vowel
ø̞̃ː	long nasalized rounded mid front vowel
ø̞̃ˑ	mid-long nasalized rounded mid front vowel
ø̞̜	less-rounded rounded mid front vowel
ø̞̜ː	long less-rounded rounded mid front vowel
ħ	voiceless pharyngeal fricative consonant
ŋ	voiced velar nasal consonant
ŋǀ	voiced dental nasal-click consonant
ŋǁ	voiced lateral nasal-click consonant
ŋǂ	voiced palatal nasal-click consonant
ŋǃ	voiced alveolar nasal-click consonant
ŋǃǃ	voiced retroflex nasal-click consonant
ŋʘ	voiced labial nasal-click consonant
œ	rounded open-mid front vowel
ǀ	voiceless dental click consonant
ǁ	voiceless lateral click consonant
ǂ	voiceless palatal click consonant
ǃ	voiceless alveolar click consonant
ȡ	voiced alveolo-palatal stop consonant
ȴ	voiced alveolo-palatal lateral approximant consonant
ȵ	voiced alveolo-palatal nasal consonant
ȶ	voiceless alveolo-palatal stop consonant
ɐ	unrounded near-open central vowel
ɑ	unrounded open back vowel
ɒ	rounded open back vowel
ɓ	voiced bilabial implosive consonant
ɔ	rounded open-mid back vowel
ɕ	voiceless alveolo-palatal sibilant fricative consonant
ɖ	voiced retroflex stop consonant
ɖʐ	voiced retroflex sibilant affricate consonant
ɗ	voiced dental implosive consonant
ɘ	unrounded close-mid central vowel
ə	unrounded mid central vowel
ɛ	unrounded open-mid front vowel
ɛːː	ultra-long unrounded open-mid front vowel
ɜ	unrounded open-mid central vowel
ɞ	rounded open-mid central vowel
ɞ̞	rounded near-open central vowel
ɞ̞ː	long rounded near-open central vowel
ɞ̞̃	nasalized rounded near-open central vowel
ɞ̞̃ː	long nasalized rounded near-open central vowel
ɞ̞̆	ultra-short rounded near-open central vowel
ɟ	voiced palatal stop consonant
ɟʝ	voiced palatal affricate consonant
ɠ	voiced velar implosive consonant
ɢ	voiced uvular stop consonant
ɢʁ	voiced uvular affricate consonant
ɣ	voiced velar fricative consonant
ɤ	unrounded close-mid back vowel
ɤ̞	unrounded mid back vowel
ɤ̞ː	long unrounded mid back vowel
ɤ̞̃	nasalized unrounded mid back vowel
ɤ̞̃ː	long nasalized unrounded mid back vowel
ɤ̞̟̃	advanced nasalized unrounded mid back vowel
ɤ̞̆	ultra-short unrounded mid back vowel
ɥ	voiced labio-palatal approximant consonant
ɦ	voiced glottal fricative consonant
ɧ	voiceless palatal-velar fricative consonant
ɨ	unrounded close central vowel
ɪ	unrounded near-close near-front vowel
ɪ̈	unrounded near-close central vowel
ɪ̈ː	long unrounded near-close central vowel
ɪ̈̃	nasalized unrounded near-close central vowel
ɪ̈̃ː	long nasalized unrounded near-close central vowel
ɬ	voiceless alveolar lateral fricative consonant
ɬ̪	voiceless dental lateral fricative consonant
ɬ̪ʰ	aspirated voiceless dental lateral fricative consonant
ɬ̪ʰː	aspirated long voiceless dental lateral fricative consonant
ɬ̪ʰˠ	aspirated velarized voiceless dental lateral fricative consonant
ɬ̪ʰˤ	aspirated pharyngealized voiceless dental lateral fricative consonant
ɬ̪ʲ	palatalized voiceless dental lateral fricative consonant
ɬ̪ʲʰ	palatalized aspirated voiceless dental lateral fricative consonant
ɬ̪ʲʷ	palatalized labialized voiceless dental lateral fricative consonant
ɬ̪ʲʷʰ	palatalized labialized aspirated voiceless dental lateral fricative consonant
ɬ̪ʲː	palatalized long voiceless dental lateral fricative consonant
ɬ̪ʷ	labialized voiceless dental lateral fricative consonant
ɬ̪ʷʰ	labialized aspirated voiceless dental lateral fricative consonant
ɬ̪ʷʰː	labialized aspirated long voiceless dental lateral fricative consonant
ɬ̪ʷʰˠ	labialized aspirated velarized voiceless dental lateral fricative consonant
ɬ̪ʷʰˤ	labialized aspirated pharyngealized voiceless dental lateral fricative consonant
ɬ̪ʷˀ	labialized glottalized voiceless dental lateral fricative consonant
ɬ̪ʷː	labialized long voiceless dental lateral fricative consonant
ɬ̪ʷˠ	labialized velarized voiceless dental lateral fricative consonant
ɬ̪ʷˤ	labialized pharyngealized voiceless dental lateral fricative consonant
ɬ̪ʼ	voiceless dental ejective lateral fricative consonant
ɬ̪ˀ	glottalized voiceless dental lateral fricative consonant
ɬ̪ː	long voiceless dental lateral fricative consonant
ɬ̪ˠ	velarized voiceless dental lateral fricative consonant
ɬ̪ˠː	velarized long voiceless dental lateral fricative consonant
ɬ̪ˤ	pharyngealized voiceless dental lateral fricative consonant
ɬ̪ˤː	pharyngealized long voiceless dental lateral fricative consonant
ɬ̪̝	raised voiceless dental lateral fricative consonant
ɬ̪̞	lowered voiceless dental lateral fricative consonant
ɬ̪̟	advanced voiceless dental lateral fricative consonant
ɬ̪̠	retracted voiceless dental lateral fricative consonant
ɬ̪̺	voiceless apical dental lateral fricative consonant
ɬ̪̻	voiceless laminal dental lateral fricative consonant
ɬ̪ᶣ	labio-palatalized voiceless dental lateral fricative consonant
ɬ̪ᶣʰ	labio-palatalized aspirated voiceless dental lateral fricative consonant
ɬ̪’ʲ	palatalized voiceless dental ejective lateral fricative consonant
ɬ̪’ʷ	labialized voiceless dental ejective lateral fricative consonant
ɬ̪’ʷˤ	labialized pharyngealized voiceless dental ejective lateral fricative consonant
ɬ̪’ː	long voiceless dental ejective lateral fricative consonant
ɬ̪’ˤ	pharyngealized voiceless dental ejective lateral fricative consonant
ɬ̼	voiceless linguolabial lateral fricative consonant
ɭ	voiced retroflex lateral approximant consonant
ɮ	voiced alveolar lateral fricative consonant
ɮ̼	voiced linguolabial lateral fricative consonant
ɯ	unrounded close back vowel
ɯ̽	unrounded near-close near-back vowel
ɯ̽ː	long unrounded near-close near-back vowel
ɯ̽̃	nasalized unrounded near-close near-back vowel
ɯ̽̃ː	long nasalized unrounded near-close near-back vowel
ɰ	voiced velar approximant consonant
ɱ	voiced labio-dental nasal consonant
ɲ	voiced palatal nasal consonant
ɳ	voiced retroflex nasal consonant
ɴ	voiced uvular nasal consonant
ɵ	rounded close-mid central vowel
ɵ̞	rounded mid central vowel
ɵ̞ː	long rounded mid central vowel
ɵ̞̃	nasalized rounded mid central vowel
ɵ̞̃ː	long nasalized rounded mid central vowel
ɵ̞̆	ultra-short rounded mid central vowel
ɵ̞̰	creaky rounded mid central vowel
ɶ	rounded open front vowel
ɸ	voiceless bilabial fricative consonant
ɹ	voiced alveolar approximant consonant
ɹ̠	voiced post-alveolar approximant consonant
ɹ̠ʲ	palatalized voiced post-alveolar approximant consonant
ɺ	voiced alveolar lateral tap consonant
ɻ	voiced retroflex approximant consonant
ɽ	voiced retroflex tap consonant
ɾ	voiced alveolar tap consonant
ɾ̼	voiced linguolabial tap consonant
ɿ	unrounded close with-frication back vowel
ʀ	voiced uvular trill consonant
ʁ	voiced uvular fricative consonant
ʁ̞	voiced uvular approximant consonant
ʁ̞ʷ	labialized voiced uvular approximant consonant
ʁ̞̰ʷ	labialized creaky voiced uvular approximant consonant
ʂ	voiceless retroflex sibilant fricative consonant
ʃ	voiceless post-alveolar sibilant fricative consonant
ʄ	voiced palatal implosive consonant
ʅ	unrounded close with-frication central vowel
ʇ̼	voiced linguolabial click consonant
ʈ	voiceless retroflex stop consonant
ʈʂ	voiceless retroflex sibilant affricate consonant
ʈʂː	long voiceless retroflex sibilant affricate consonant
ʉ	rounded close central vowel
ʊ	rounded near-close near-back vowel
ʊ̈	rounded near-close central vowel
ʊ̈ː	long rounded near-close central vowel
ʊ̈̃	nasalized rounded near-close central vowel
ʊ̈̃ː	long nasalized rounded near-close central vowel
ʋ	voiced labio-dental approximant consonant
ʌ	unrounded open-mid back vowel
ʍ	voiceless labio-velar approximant consonant
ʎ	voiced palatal lateral approximant consonant
ʏ	rounded near-close near-front vowel
ʐ	voiced retroflex sibilant fricative consonant
ʑ	voiced alveolo-palatal sibilant fricative consonant
ʒ	voiced post-alveolar sibilant fricative consonant
ʔ	voiceless glottal stop consonant
ʔh	voiceless glottal affricate consonant
ʕ	voiced pharyngeal fricative consonant
ʘ	voiceless labial click consonant
ʙ	voiced bilabial trill consonant
ʛ	voiced uvular implosive consonant
ʛ̥	voiceless uvular implosive consonant
ʜ	voiceless epiglottal fricative consonant
ʝ	voiced palatal fricative consonant
ʟ	voiced velar lateral approximant consonant
ʡ	voiceless epiglottal stop consonant
ʢ	voiced epiglottal fricative consonant
ʮ	rounded close with-frication back vowel
ʯ	rounded close with-frication central vowel
ʰs̪	pre-aspirated voiceless dental sibilant fricative consonant
ʰt̪	pre-aspirated voiceless dental stop consonant
ʰt̪ʰ	pre-aspirated aspirated voiceless dental stop consonant
ˀdz̪	pre-glottalized voiced dental sibilant affricate consonant
ˀd̪	pre-glottalized voiced dental stop consonant
ˀl̪	pre-glottalized voiced dental lateral approximant consonant
ˀl̪̥	pre-glottalized devoiced voiced dental lateral approximant consonant
ˀn̪	pre-glottalized voiced dental nasal consonant
ˀn̪̥	pre-glottalized devoiced voiced dental nasal consonant
ˀr̪	pre-glottalized voiced dental trill consonant
ˀs̪	pre-glottalized voiceless dental sibilant fricative consonant
ˀts̪	pre-glottalized voiceless dental sibilant affricate consonant
ˀtɬ̪	pre-glottalized voiceless dental lateral affricate consonant
ˀt̪	pre-glottalized voiceless dental stop consonant
ˀt̪ʰ	pre-glottalized aspirated voiceless dental stop consonant
ˀz̪	pre-glottalized voiced dental sibilant fricative consonant
ˀɬ̪	pre-glottalized voiceless dental lateral fricative consonant
β	voiced bilabial fricative consonant
β̞	voiced bilabial approximant consonant
β̞ʲ	palatalized voiced bilabial approximant consonant
β̞ː	long voiced bilabial approximant consonant
β̞ˠ	velarized voiced bilabial approximant consonant
θ	voiceless dental fricative consonant
θ̼	voiceless linguolabial fricative consonant
χ	voiceless uvular fricative consonant
ᶑ	voiced retroflex implosive consonant
ⁿdʒ	pre-nasalized voiced post-alveolar affricate consonant
ⁿd̪	pre-nasalized voiced dental stop consonant
ⁿd̼	pre-nasalized voiced linguolabial stop consonant
ⁿgǃ	pre-nasalized voiced alveolar click consonant
ⁿt̪	pre-nasalized voiceless dental stop consonant
ⱱ	voiced labio-dental tap consonant
