GLOTTOCODE	NAME	FAMILY	MACROAREA	LATITUDE	LONGITUDE
west2454	Western Niger Fulfulde	Atlantic-Congo	Africa	14.2471	-0.52004
west2456	Western Xwla Gbe	Atlantic-Congo	Africa	6.33455	2.03904
west2458	West Central Banda	Atlantic-Congo	Africa	6.81435	24.1012
west2466	Western Karaboro	Atlantic-Congo	Africa	10.6298	-4.76482
west2500	Western Maninkakan	Mande	Africa	13.5677	-12.8009
west2560	West Coast Bajau	Austronesian	Papunesia	6.00631	116.124
west2600	West Makian	North Halmahera	Papunesia	0.45332	127.63
west2632	Western Keres	Keresan	North America	34.9733	-107.517
west2644	Western Highland Chatino	Otomanguean	North America	16.2495	-97.3244
west2650	Western Cham	Austronesian	Eurasia	12.4771	104.026
wich1260	Wichita	Caddoan	North America	35.0665	-98.1831
wich1262	Wichí Lhamtés Nocten	Matacoan	South America	-21.988	-63.5971
wikm1247	Wik-Mungkan	Pama-Nyungan	Australia	-13.98051	141.81611
wikn1245	Wik-Ngathana	Pama-Nyungan	Australia	-13.8691	141.532
wikn1246	Wikngenchera	Pama-Nyungan	Australia	-13.4957	141.599
wint1259	Wintu	Wintuan	North America	39.7176	-122.445
wira1260	Wirangu-Nauo	Bookkeeping	Australia	-31.6356	131.719
wira1262	Wiradhuri	Pama-Nyungan	Australia	-34.0742	145.994
wirr1237	Wirriyaraay	Pama-Nyungan	Australia		
wiyo1248	Wiyot	Algic	North America	39.2492	-122.952
woge1237	Wogeo	Austronesian	Papunesia	-3.20238	144.089
woiw1237	Woiwurrung	Pama-Nyungan	Australia	-37.64264501	145.5879962
wola1242	Wolaytta	Ta-Ne-Omotic	Africa	6.32668	37.7537
wong1246	Wangkumara	Pama-Nyungan	Australia		
wong1247	Wongo	Atlantic-Congo	Africa	-5.73837	20.5054
wori1245	Worimi	Pama-Nyungan	Australia	-32.4806	152.107
worr1237	Worrorra	Worrorran	Australia	-15.612781	124.881218
wotj1234	Wotjobaluk	Pama-Nyungan	Australia		
woun1238	Woun Meu	Chocoan	South America	8.5	-78.0
wuch1236	Wu Chinese	Sino-Tibetan	Eurasia	29.8621	119.682
wulg1239	Wulguru	Pama-Nyungan	Australia	-19.85103121	146.3453957
wuli1242	Wuliwuli	Pama-Nyungan	Australia	-24.415	149.843
wuna1249	Wunambal	Worrorran	Australia	-14.8347	125.72
wurr1238	Wurrugu	Marrku-Wurrugu	Australia	-11.364	132.303
wuzl1236	Wuzlam	Afro-Asiatic	Africa	10.955	14.1378
wymy1235	Wymysorys	Indo-European	Eurasia	49.91617	19.15195
xamt1239	Xamtanga	Afro-Asiatic	Africa	12.4479	38.8352
xava1240	Xavánte	Nuclear-Macro-Je	South America	-14.3017	-52.4367
xere1240	Xerénte	Nuclear-Macro-Je	South America	-9.59426	-48.2629
xeta1241	Xetá	Tupian	South America	-24.9408	-52.2266
xhos1239	Xhosa	Atlantic-Congo	Africa	-31.0389	28.0769
xing1248	Xingú Asuriní	Tupian	South America	-4.13463	-52.321
xipa1240	Xipaya	Tupian	South America	-4.133	-49.948
xiri1243	Xiriâna	Arawakan	South America	2.69932	-62.5413
xokl1240	Xokleng	Nuclear-Macro-Je	South America	-26.9217	-49.5886
xwel1235	Xwela Gbe	Atlantic-Congo	Africa	6.41342	2.02985
yaba1248	Yabarana	Cariban	South America	5.32692	-66.276
yadh1237	Yadhaykenu	Pama-Nyungan	Australia	-11.314	142.725
yaga1260	Yagaria	Nuclear Trans New Guinea	Papunesia	-6.32432	145.388
yaga1262	Yagara	Pama-Nyungan	Australia		
yagn1238	Yagnobi	Indo-European	Eurasia	39.1486	69.2422
yagu1244	Yagua	Peba-Yagua	South America	-3.42913	-72.2186
yaku1245	Sakha	Turkic	Eurasia	61.6974	133.98
yala1262	Yalarnnga	Pama-Nyungan	Australia	-21.731	139.511
yala1263	Yala	Atlantic-Congo	Africa	6.73852	8.60748
yalu1240	Yalunka	Mande	Africa	9.97186	-11.2836
yama1264	Yámana	(isolate or unclassified)	South America	-55.2748	-68.2648
yamb1251	Yamba	Atlantic-Congo	Africa	6.535505	11.07711
yamb1252	Yambeta	Atlantic-Congo	Africa	4.83615	10.9369
yame1242	Yameo	Peba-Yagua	South America	-4.16666	-73.6667
yami1256	Yaminahua	Pano-Tacanan	South America	-9.8846	-71.5964
yana1271	Yana	(isolate or unclassified)	North America	39.2769	-121.608
yand1251	Yanda	Pama-Nyungan	Australia	-21.23270508	140.5134756
yand1253	Yandruwandha	Pama-Nyungan	Australia	-28.4744	140.583
yane1238	Yanesha'	Arawakan	South America	-10.5454	-75.315
yang1288	Yangman	Yangmanic	Australia	-14.4964	132.52
yank1247	Yankunytjatjara	Pama-Nyungan	Australia	-26.4064	133.577
yann1237	Yan-nhangu	Pama-Nyungan	Australia	-12.0853	134.877
yano1261	Yanomamö	Yanomamic	South America	1.67967	-64.8781
yano1262	Yanomámi	Yanomamic	South America	2.48999	-62.8522
yans1239	Yansi	Atlantic-Congo	Africa	-3.8231	18.2341
yany1243	Yanyuwa	Pama-Nyungan	Australia	-15.7621	136.055
yaoo1241	Yao	Atlantic-Congo	Africa	-13.6119	35.2387
yaou1238	Yaouré	Mande	Africa	6.95282	-5.57851
yape1248	Yapese	Austronesian	Papunesia	9.55811	138.125
yaqu1251	Yaqui	Uto-Aztecan	North America	29.9446	-110.681
yard1234	Yardliyawarra	Pama-Nyungan	Australia		
yare1248	Yareba	Yareban	Papunesia	-9.50651	148.605
yari1243	Yari-Yari	Pama-Nyungan			
yavi1244	Yavitero	Arawakan	South America	2.800281	-68.084219
yawa1258	Yawarawarga	Pama-Nyungan	Australia	-26.7334	140.871
yawa1260	Yawanawa	Pano-Tacanan	South America	-8.87563	-71.8199
yawa1261	Yawalapití	Arawakan	South America	-12.5104	-53.4236
yawi1239	Yawijibaya	Worrorran	Australia	-15.348087	124.529665
yawu1244	Yawuru	Nyulnyulan	Australia	-18.004	122.693
yayg1236	Yaygir	Pama-Nyungan	Australia	-29.91558791	153.2691386
yekh1238	Yekhee	Atlantic-Congo	Africa	7.10204	6.44919
yemb1246	Yemba	Atlantic-Congo	Africa	5.47421	10.0214
yems1235	Yemsa	Ta-Ne-Omotic	Africa	7.79821	37.4412
yeru1240	Yerukula	Dravidian	Eurasia	17.3702	81.9748
yess1239	Yessan-Mayo	Sepik	Papunesia	-4.15721	142.574
yeyi1239	Yeyi	Atlantic-Congo	Africa	-18.9178	23.6088
yidi1250	Yidiñ	Pama-Nyungan	Australia	-17.1332	145.876
yill1241	Yil	Nuclear Torricelli	Papunesia	-3.46501	142.178
yind1247	Yindjibarndi	Pama-Nyungan	Australia	-21.5379	117.001
yine1238	Yine	Arawakan	South America	-11.1086	-73.3087
ying1247	Yinggarda	Pama-Nyungan	Australia	-25.4446	115.58
yinw1236	Yinwum	Pama-Nyungan	Australia	-12.52068956	142.7036225
yiry1245	Yir-Yoront	Pama-Nyungan	Australia	-15.1117	141.767
yith1234	Yitha Yitha	Pama-Nyungan	Australia	-33.89	144.22
yomm1242	Yom	Atlantic-Congo	Africa	9.87186	1.81099
yong1270	Yongning Na	Sino-Tibetan	Eurasia	27.8	100.9
yora1241	Yora	Pano-Tacanan	South America	-11.3704	-72.0409
yort1237	Yorta Yorta	Pama-Nyungan	Australia	-35.9	145.01
yoru1245	Yoruba	Atlantic-Congo	Africa	7.15345	3.67225
yuca1254	Yucatec Maya	Mayan	North America	18.7757	-88.9567
yuch1247	Yuchi	(isolate or unclassified)	North America	35.96146	-95.03933
yucu1253	Yucuna	Arawakan	South America	-0.76075	-71.0033
yuec1235	Yue Chinese	Sino-Tibetan	Eurasia	23.0	113.0
yuga1244	Yugambal	Pama-Nyungan	Australia	-27.803	153.082
yugu1249	Yugumbir	Pama-Nyungan	Australia		
yuhu1238	Yuhup	Nadahup	South America	0.2485	-69.8079
yuki1243	Yuki	Yuki-Wappo	North America	39.8389	-123.296
yukp1241	Yukpa	Cariban	South America	9.67534	-73.0557
yulp1239	Yulparija	Pama-Nyungan	Australia	-18.923519	122.370316
yulu1243	Yulu	Central Sudanic	Africa	8.04124	23.6166
yuqu1240	Yuqui	Tupian	South America	-16.7875	-64.9438
yura1255	Yuracaré	(isolate or unclassified)	South America	-16.7479	-65.1224
yuro1248	Yurok	Algic	North America	41.3262	-123.824
yuru1263	Yurutí	Tucanoan	South America	0.735585	-69.6955
yuwa1242	Yuwaalaraay	Pama-Nyungan	Australia	-29.758184	147.923684
yuwa1243	Yuwaalayaay	Pama-Nyungan	Australia		
yuwa1244	Hoti	Jodi-Saliban	South America	5.63879	-65.4267
zagh1240	Beria	Saharan	Africa	17.4842	23.4626
zaiw1241	Zaiwa	Sino-Tibetan	Eurasia	24.1726	98.3643
zand1248	Zande	Atlantic-Congo	Africa	4.62047	26.7157
zapa1253	Záparo	Zaparoan	South America	-1.99871	-76.364
zarm1239	Zarma-Kaado	Songhay	Africa	12.8554	2.41173
zays1236	Zayse	Ta-Ne-Omotic	Africa		
zayy1238	Zay	Afro-Asiatic	Africa	8.01148	38.8258
zhon1235	Zhongu	Sino-Tibetan	Eurasia	32.43582	103.44179
zinz1238	Zinza	Atlantic-Congo	Africa	-2.64132	32.1755
zoee1240	Zo'é	Tupian	South America	-1.77208	-55.50746
zoog1238	Zoogocho Zapotec	Otomanguean	North America	17.2016	-96.3433
zulg1242	Zulgo-Gemzek	Afro-Asiatic	Africa	10.827	14.0578
zulu1248	Zulu	Atlantic-Congo	Africa	-25.3305	31.3512
zuni1245	Zuni	(isolate or unclassified)	North America	35.0056	-108.782
